Date,EMA12,EMA26,EMA50,EMA200,EMA12_26_diff,EMA12_50_diff,EMA50_200_diff,Stoch_%K,Stoch_%D,Williams_%R,CCI,OBV,CMF,Supertrend_Direction,ADX,Donchian_High_20,Donchian_Low_20,SAR,ADL,lag1_Close,lag2_Close,lag3_Close,MA5,MA9,MA10,MA20,MA21,MA50,Zscore_Close_MA20,MA20_Slope,Price_to_MA5,Price_to_MA10,Price_to_MA20,MA9_MA21_Ratio,Returns_1d,Returns_2d,Returns_3d,Returns_5d,Returns_10d,Volatility_5d,Volatility_10d,Volatility_20d,prev_close,TR,ATR,ATR_14,ATR_ratio,ATR_20d_quantile,High_Vol_Flag,BB_middle,BB_std,BB_upper,BB_lower,BB_position,BB_Width,BB_squeeze,RSI,RSI_oversold,RSI_overbought,MACD,Signal_Line,MACD_histogram,MACD_bullish,MACD_Signal_crossover,MA9_21_crossover,Volume_MA_5,Volume_MA_20,Volume_ratio,Volume_trend,Higher_high,Lower_low,Gap_up,Gap_down,Momentum_5,Momentum_10,TSLA_to_Sector,Sector_Return,Sector_MA50,Sector_Momentum_5,Relative_Momentum_Sector,TSLA_to_SPY,SPY_Return,SPY_MA50,SPY_Momentum_5,Relative_Momentum_SPY,High_20d,Low_20d,Near_20d_high,Near_20d_low,Day_of_week,Month,Is_month_end,Is_friday,Is_monday,Bull_market,Price_to_MA_20,Trend_strength,Close_to_High,Close_to_Low,High_Low_ratio,Body_size,Upper_shadow,Lower_shadow,RSI_Momentum_5,RSI_Momentum_10,MACD_RSI_Interaction,MACD_Signal_Gap,Volatility_Returns,BBWidth_to_MA,Volatility_Shadow,MA9_21_Combo,MA9_Momentum,BB_Squeeze_MA20,Friday_Momentum,Monday_GapUp,Month_MA_ratio,Volume_Momentum,Volume_Volatility,Volume_Shadow,NearHigh_Momentum,NearLow_GapDown,ResistanceBreakout,Bull_RSI,HighVol_GapUp,Oversold_Body,ATR_vs_BodySize,Supertrend_EMA_Confirm,Supertrend_EMA_Agree,Supertrend_RSI_Bull,Supertrend_RSI_Bear,Supertrend_RSI_Confirm,Trend_Duration,Supertrend_Vol_Adj,Monday_Supertrend,Friday_Supertrend,Month_Supertrend,Supertrend_Breakout_High,Supertrend_Bounce_Low,Supertrend_Break_Score,Signal_Strength,RSI_Price_Divergence,Trend_Pattern_Strength,Close
2023-11-21 05:00:00,230.3033341368314,229.21236148887888,232.86014661667568,234.9836963238838,1.0909726479525261,-2.556812479844268,-2.1235497072081273,86.58863691761377,80.10176994332832,-13.41136308214238,125.21757898052772,642157503.0,0.15450649018967222,1.0,,246.7,194.07,215.8647521228885,634381377.2131702,235.6,234.3,233.59,237.506,230.36444444444442,229.53900000000004,220.23250000000002,220.0557142857143,238.7566,2.161478739007861,0.841500000000002,0.015553291285272719,0.05080182452655069,0.09520620253595613,1.0468460007602691,0.02376910016977929,0.02944942381562088,0.032578449419923716,0.015963944231498273,0.08560626519038617,0.025101249682235774,0.03466594065171494,0.03212578942987427,235.6,10.280000000000001,10.6725,10.6725,0.04424751243781094,11.248270000000009,0,220.23250000000002,13.702192630916358,247.63688526183273,192.8281147381673,0.8825573863392281,54.80877052366543,0.06221694178160061,72.26259082809861,0,1,1.1039052043029471,-2.721598191328994,3.8255033956319413,1,0,0,133757486.0,125600370.8,0.9736276988761884,1.0649449929808648,0,0,0,0,0.015963944231498273,0.08560626519038617,1.4393984603449306,-0.002559523809523845,160.8216,0.00011936735302886525,0.015844576878469407,0.53213316566285,-0.002179368643508095,433.02459999999996,0.010117442560114043,0.00584650167138423,246.7,194.07,0,0,1,11,0,0,0,0,0.09520620253595613,0.09520620253595613,0.99006649700353,1.0336847518642325,1.0440558841175966,0.0262083049693669,0.01003316749585413,0.0070480928689883445,1.1535959700033447,6.186130513774577,276.4407865900528,6.5471015869609355,0.0008177597931495944,575.6788253805298,0.00034780918895999465,0.05318168683694454,0.0002482918746943418,0.005923438760426859,0.0,0,11.51530600836296,0.015542938287101465,0.02443927196703187,0.01663078822292662,0.0,0,0.0,0.0,0,0.0,1.6882367727616916,1.0,1,True,False,1,66.0,30.18795981049607,0.0,0.0,0.0,False,False,0.09520620253595619,1.0,False,1.0159639442314983,241.2
2023-11-22 05:00:00,230.90435965424197,229.5825569341471,232.9130820434727,234.9759978529994,1.3218027200948654,-2.0087223892307406,-2.062915809526686,69.54401365503651,77.80334343545711,-30.455986344719648,94.50417737230597,524040425.0,0.1679502770539421,1.0,,246.7,194.07,218.33157195305742,568906486.2366872,241.2,235.6,234.3,235.78000000000003,233.05666666666664,230.74899999999997,221.32200000000003,220.8980952380952,238.01480000000004,1.475240617192561,1.0578000000000087,-0.006658749681906939,0.014998981577385218,0.05823189741643375,1.055041540378455,-0.028980099502487477,-0.005899830220713054,-0.0003841229193342066,-0.03553780266842366,0.054477511143127266,0.025762117204576357,0.03663187713566112,0.03260936621234175,241.2,12.609999999999985,10.606071428571427,10.606071428571427,0.04528445168255594,11.248270000000009,0,221.32200000000003,13.912975238963146,249.14795047792632,193.49604952207375,0.7315823858420172,55.65190095585257,0.06286304677783114,60.6138453206482,0,0,1.3316356955193953,-1.9108824458911269,3.242518141410522,1,0,0,127310106.6,126152970.35,0.9363004110984852,1.0091724851724826,1,0,0,0,-0.03553780266842366,0.054477511143127266,1.39344359828653,0.003043504207197012,160.7216,0.0019672131147541183,-0.037505015783177775,0.5147246274889016,0.0038608334987977333,433.1948,0.011875111190179588,-0.047412913858603245,246.7,194.07,0,0,2,11,0,0,0,0,0.05823189741643375,0.05823189741643375,0.9598377115691981,1.012143474503025,1.054494382022472,0.032350024789290964,0.008411254856752481,0.011997779770291627,-2.1540828739795503,3.302091433883405,196.5414930728531,5.153400587301649,-9.89581966885186e-06,955.6780346661437,0.0003081200544692898,0.015824548627512567,0.0002366373322140376,0.0036606344912511394,-0.0,0,11.605456944163006,-0.033274059247981914,0.0241210809294122,0.01910898751142462,0.0,0,-0.0,0.0,0,0.0,1.399784148338518,1.0,1,True,False,1,67.0,29.753610754873097,0.0,0.0,0.0,False,False,0.058231897416433864,1.0,False,1.0355378026684237,234.21
2023-11-24 05:00:00,231.60368893820475,230.01718234643252,233.01256902216005,234.98071429227303,1.5865065917722347,-1.408880083955296,-1.9681452701129842,72.56766642264674,76.23343899843233,-27.43233357710941,77.96304576444199,589165628.0,0.20889485504026492,1.0,,246.7,194.07,220.60104619681283,567080545.9656873,234.21,241.2,235.6,236.152,235.36777777777777,233.296,222.8065,221.99476190476187,237.203,1.6394370270811427,1.2198999999999955,-0.0029726616755310076,0.00923290583636227,0.05674654913568489,1.0602402316084965,0.005294393919986318,-0.02383913764510781,-0.0006366723259763063,0.007962669634830277,0.12129726640632432,0.0190907849973413,0.02991461789857875,0.031444337055874926,234.21,6.4199999999999875,10.495349999999998,10.495349999999998,0.04457570609471225,11.248270000000009,0,222.8065,13.748103132317693,250.3027062646354,195.3102937353646,0.7299135356767671,54.99241252927078,0.06170422825329464,60.50169491410572,0,0,1.5932844195577047,-1.2100013733072987,2.8032857928650037,1,0,0,112971783.4,123653598.75,0.5266745461381083,0.9136150062919216,0,0,0,0,0.007962669634830277,0.12129726640632432,1.3994888254873987,0.0009519276534983856,160.5908,0.013310847437210116,-0.005348177802379839,0.5171315616077311,0.0006153575667005029,433.2936,0.01126091108988736,-0.0032982414550570827,246.7,194.07,0,0,4,11,0,1,0,0,0.05674654913568489,0.05674654913568489,0.9861780104712041,1.0134291740197132,1.0276331080790255,0.007272727272727224,0.01401571458908478,0.006031004459545498,0.481755008948315,7.338690206030439,169.6035417969654,4.013287166172303,-1.2154574488970858e-05,969.0711469808585,0.00041927474650800686,0.009789098222364172,-2.3670322858374447e-05,0.0035015020204551,0.007962669634830277,0,11.66264254769346,0.004193735415971933,0.010054630523894935,0.01055809665649552,0.0,0,-0.0,0.0,0,0.0,6.128316944443115,1.0,1,True,False,1,68.0,30.82201982669031,0.0,1.0,0.0,False,False,0.05674654913568495,1.0,True,1.0079626696348303,235.45
2023-11-27 05:00:00,232.29235217848094,230.4662799504005,233.13286043305575,234.9916524585191,1.8260722280804487,-0.8405082545748144,-1.8587920254633445,74.10387710296493,72.07185239354939,-25.89612289679123,69.30640720233812,701197391.0,0.240491664122693,1.0,,246.7,194.07,222.6889625010678,598190489.7838078,235.45,234.21,241.2,236.50799999999998,236.74222222222227,235.439,224.2455,223.43857142857146,236.4368,1.7704771056365571,1.2846000000000004,-0.0018096639437142903,0.00272257357532113,0.052774749103103646,1.0595405292317834,0.0026757273306434737,0.007984287605140805,-0.02122719734660028,0.007597097737942704,0.09983694386210118,0.019085259364674406,0.02980380314819971,0.03146068223200194,235.45,6.230000000000018,10.13177857142857,10.13177857142857,0.042916717093479204,11.248270000000009,0,224.2455,13.544306038060164,251.33411207612033,197.15688792387965,0.718440501247249,54.17722415224068,0.06039945523125398,61.405889536084025,0,0,1.8301222633397742,-0.6019435401604941,2.4320658035002682,1,0,0,106824889.2,124511128.25,0.8997730931733003,0.8579545515442714,0,0,0,0,0.007597097737942704,0.09983694386210118,1.4009851047415585,0.0016048502139798249,160.5252,0.00819672131147553,-0.0005996235735328259,0.5194508009153318,-0.0018010103228640606,433.5158,0.008185629672353034,-0.0005885319344103301,246.7,194.07,0,0,0,11,0,0,1,0,0.052774749103103646,0.052774749103103646,0.9905593085217975,1.0171477811288239,1.0268418785006463,0.0034193085398285025,0.006099627245001805,0.016858691968824203,0.46650654449094353,6.130576346416407,149.34316407422492,3.0340093436607622,-0.00040512656694499465,1026.555284822184,0.00018179208968742953,0.002884677046868219,-1.3748193853228308e-05,0.00318756609579357,0.0,0,11.654945821549617,0.00683566413080859,0.017172402852567787,0.020657277893084244,0.0,0,-0.0,0.0,0,0.0,12.547615688387893,1.0,1,True,False,1,69.0,30.80649977880416,1.0,0.0,0.0,False,False,0.052774749103103605,1.0,True,1.0075970977379427,236.08
2023-11-28 05:00:00,234.51199030486848,231.6702592133338,233.66568943568103,235.10835243405623,2.841731091534683,0.846300869187445,-1.442662998375198,99.32219801476803,81.99791384679322,-0.6778019849898894,100.43859669381666,849747304.0,0.3325650206139744,1.0,,247.0,194.07,224.60984550098237,740336403.453999,236.08,235.45,234.21,238.73200000000003,237.77666666666664,237.73999999999995,226.7135,225.31571428571428,236.06560000000002,3.437698934718817,1.5430000000000006,0.03346011427039519,0.03777235635568288,0.08824573746159792,1.0553044088400825,0.04506946797695699,0.04786578891484394,0.05341360317663635,0.04719864176570465,0.10285637655893787,0.027448809424283207,0.030159429074156408,0.029739690104725186,236.08,12.990000000000009,10.531064285714285,10.531064285714285,0.04268427482860848,11.248270000000009,0,226.7135,12.867684646349401,252.44886929269882,200.9781307073012,0.8886965788689087,51.47073858539761,0.05675746987431009,65.07000736807788,0,0,2.8399646465398405,0.08646808173459532,2.753496564805245,1,0,0,113222391.4,125116215.55,1.1872954464534233,0.904937788457589,0,0,0,0,0.04719864176570465,0.10285637655893787,1.4557469907953742,0.005756334935612228,160.5224,0.008809523809523823,0.03838911795618083,0.5423251928868177,0.00099014258053165,433.7418,0.001474926253687281,0.04572371551201737,247.0,194.07,1,0,1,11,0,0,0,0,0.08824573746159792,0.08824573746159792,0.9988663967611336,1.0543139182086236,1.0555104482714415,0.04242014534392425,0.001134889753566801,0.01082198443579773,3.07121596745767,6.69286518054388,179.17004175985443,2.6670284830706494,0.0014661398142597792,583.2593936721569,3.422762702968478e-05,0.03986133419443085,0.0015792719468879248,0.005008604785512921,0.0,0,11.608348497240907,0.0560387324472075,0.03258984644001926,0.014196342278848974,0.10285637655893787,0,0.03346011427039519,0.0,0,0.0,1.006202790673164,1.0,1,True,False,1,70.0,32.5312323121398,0.0,0.0,0.0,True,False,0.08824573746159796,1.0,True,1.0471986417657047,246.72
2023-11-29 05:00:00,235.99322256565793,232.5939437160498,234.07644671271316,235.19821957401587,3.399278849608123,1.9167758529447667,-1.121772861302702,81.70420739464149,85.04342750412481,-18.29579260514602,115.55708399354721,714345969.0,0.265567801827,1.0,,252.75,197.85,226.84886095088413,642343245.0916164,246.72,236.08,235.45,239.32,237.92111111111112,238.413,228.87849999999997,227.54333333333332,235.6184,2.934479527166489,1.7291999999999916,0.020140397793748877,0.02402134111814358,0.06667948278234959,1.0456079183940545,-0.01045719844357984,0.03414096916299547,0.03690804841792317,0.01218905472636811,0.028347584347752752,0.027288467199051862,0.02472107244164749,0.030102958058845303,246.72,9.990000000000009,10.779635714285714,10.779635714285714,0.04415350091867664,11.211738571428578,0,228.87849999999997,11.890883847898433,252.66026769579685,205.0967323042031,0.8208655511906562,47.563535391593746,0.05195282146596746,63.12403193031842,0,0,3.3937231402818213,0.7479421424510458,2.6457809978307756,1,0,0,115845058.4,125982868.65,1.0747598975235748,0.9195302475754508,1,0,0,0,0.01218905472636811,0.028347584347752752,1.4444444444444442,-0.0027141845645503038,160.5274,0.008653100196932773,0.0035359545294353367,0.5370317414927079,-0.0007034049194380998,433.97979999999995,0.002956295364793693,0.009232759361574416,252.75,197.85,0,0,2,11,0,0,0,0,0.06667948278234959,0.06667948278234959,0.9659347181008902,1.0056846267918933,1.041151754819575,0.020344287949921838,0.014499877119685395,0.005652494470385826,0.7694222797476591,1.7894138195149394,167.0123641876996,1.8978388553797298,0.0010071640686335143,713.3052042656158,0.0003584525126707296,0.02511690448357562,0.0002454924109188286,0.0034641872644344592,0.0,0,11.5016871023346,0.013100307208620635,0.029328550210428413,0.021658960825001943,0.0,0,0.0,0.0,0,0.0,2.1702077172540712,1.0,1,True,False,1,71.0,32.15128278500225,0.0,0.0,0.0,False,False,0.06667948278234964,1.0,True,1.012189054726368,244.14
2023-11-30 05:00:00,236.62195755555672,233.14846640374984,234.31188017495973,235.24679450362765,3.4734911518068827,2.3100773805969936,-0.9349143286679293,73.07692307676781,84.70110949539244,-26.923076923019682,74.16325467967648,581992773.0,0.20786324014369129,1.0,,252.75,205.69,229.95699763677803,610967096.3410919,244.14,246.72,236.08,240.494,238.6422222222222,238.137,230.59949999999998,229.41190476190474,235.16819999999998,1.903712152680451,1.8554999999999893,-0.001721456668357546,0.008159168881778145,0.041112404840427,1.0402346925714128,-0.016629802572294516,-0.026913099870298218,0.016943409013893573,0.02506297766961274,-0.011365508153516668,0.02407095258479841,0.024359421776640695,0.030493756437732222,244.14,8.310000000000002,10.271064285714285,10.271064285714285,0.04278184057695054,11.127858571428577,0,230.59949999999998,10.79377816639125,252.18705633278248,209.01194366721748,0.7195825190645387,43.175112665564995,0.04680746561198637,69.83917743082293,0,0,3.4661663977687738,1.2916021485436795,2.174564249225094,1,0,0,118692282.0,126517445.65,1.046126052577319,0.9381495286298487,0,0,0,0,0.02506297766961274,-0.011365508153516668,1.4224434174665246,-0.00141995030173947,160.56119999999999,0.004164683484055187,0.020898294185557553,0.5260297984224365,0.0039374408833945385,434.335,0.0030328337215945744,0.022030143948018166,252.75,205.69,0,0,3,11,1,0,0,0,0.041112404840427,0.041112404840427,0.9790392300791126,1.013380608669959,1.035076611371407,0.020641266215223848,0.00033322225924696975,0.01320393202265918,1.7503777444128372,-0.7937577405249152,151.8697784363556,0.8829621006814146,0.0004078439949982782,1050.1468519364932,8.117101558362047e-06,0.008487450533374727,-4.314483003825112e-05,0.0019243674757943488,0.0,0,11.44258161828554,0.02621903389534547,0.025181250609310975,0.014161569772060633,-0.0,0,-0.0,0.0,0,0.0,2.072536035088946,1.0,1,True,False,1,72.0,31.752325321279052,0.0,0.0,1.0,False,False,0.041112404840426955,1.0,False,1.0250629776696127,240.08
2023-12-01 05:00:00,236.96165639316337,233.5693207442128,234.48906134456917,235.28244828966123,3.3923356489505636,2.4725950485942008,-0.7933869450920668,66.16423472087645,73.64845506409524,-33.835765278880466,43.83637257214002,460661064.0,0.19952340057492615,1.0,,252.75,205.69,252.75,692489125.185706,240.08,244.14,246.72,241.17000000000002,239.14555555555555,238.661,231.61550000000003,230.99142857142857,234.8308,1.428338394423834,1.7618000000000051,-0.009702699340713994,0.0007081173715017819,0.031148606202952678,1.0353005608673722,-0.0052065978007330704,-0.02174981567952805,-0.031979571984435795,0.01435548948821408,0.022432467143285173,0.02451365990213575,0.02072601035765206,0.0277891400346283,240.08,8.289999999999992,10.171064285714284,10.171064285714284,0.04258704637488709,10.842065714285715,0,231.61550000000003,10.549500599305077,252.71450119861018,210.51649880138987,0.6709678086675313,42.19800239722031,0.04554747242436312,66.68967421185306,0,0,3.3840207952450783,1.7100952105911031,1.6739255846539751,1,0,0,129933583.2,126284650.05,0.960779548044525,1.028894510524876,0,1,0,1,0.01435548948821408,0.022432467143285173,1.3959319656321234,0.01368645574120153,160.73239999999998,0.016940085592011433,-0.002584596103797354,0.5202134611195818,0.005915863277826672,434.88919999999996,0.008346145398638205,0.006009344089575874,252.75,205.69,0,0,4,12,0,1,0,0,0.031148606202952678,0.031148606202952678,0.9943378158957492,1.029883570504528,1.0357481673134972,0.02440593634725927,0.005694426998283235,0.00519197755725822,0.9573629171206781,1.4960139255537863,111.63355189545926,-0.036169625937128025,-0.0007839363514423275,1354.688149900924,0.00011802275294731187,0.0007331143118757241,-0.00013928699839292142,0.0014187402820863332,0.01435548948821408,0,12.423606730408466,0.013792460702444253,0.023552223081691182,0.010459434848702978,0.0,0,-0.0,0.0,0,0.0,1.7448747261419117,1.0,1,True,False,1,73.0,34.73532029081712,0.0,1.0,0.0,False,False,0.031148606202952678,1.0,False,1.014355489488214,238.83
2023-12-04 05:00:00,236.74909387113823,233.71825994834518,234.5318432526253,235.28540900319695,3.0308339227930503,2.217250618512935,-0.7535657505716529,34.49065242260789,57.91060340675071,-65.50934757701059,33.738311966805576,356561247.0,0.21947817858526666,1.0,,252.75,205.69,252.4988,666759797.2350025,238.83,240.08,244.14,241.07,239.14333333333332,238.789,232.3965,231.80428571428573,234.6448,0.59604554403445,1.630200000000002,-0.02277346828721938,-0.013438642483531327,0.013698571191906872,1.0316605346464278,-0.013608005694426994,-0.01874375208263912,-0.03506184975833526,-0.002117926126736669,0.005463081519419655,0.02563839048187182,0.021329817884345004,0.028086673931977217,238.83,6.083100000000002,9.620578571428569,9.620578571428569,0.04083784095181496,10.730498571428576,0,232.3965,10.214063202529369,252.82462640505875,211.96837359494126,0.5779195295955203,40.856252810117496,0.043951019927276735,58.90739906825049,0,0,3.0226313940513307,1.9726071306523014,1.0500242633990293,1,0,0,128347194.0,125512901.4,0.8293953517036615,1.0225816833838246,0,0,0,0,-0.002117926126736669,0.005463081519419655,1.3821872799812251,-0.0037991700274709883,160.9226,0.011453326212094384,-0.013571252338831052,0.515842256235083,-0.005249401001960363,435.4146,0.004862700228832839,-0.006980626355569508,252.75,205.69,0,0,0,12,0,0,1,0,0.013698571191906872,0.013698571191906872,0.9841532033856742,1.009815242989204,1.026075248767415,0.0007211028632024921,0.015380337889464302,0.009719840393921444,-0.12476151954475102,0.32181592320683783,61.85419831539239,-0.9225828672532721,-0.0008989293951209226,2982.301579939498,0.0003280598061819648,-0.013864117089482127,4.82325234819109e-05,0.000602066175430718,-0.0,0,12.379926415757133,-0.001756598084767133,0.021264361890827886,0.020817971195173327,0.0,0,-0.0,0.0,0,0.0,56.5540493368231,1.0,1,True,False,1,74.0,34.380005164517044,1.0,0.0,0.0,False,False,0.013698571191906974,1.0,False,1.0021179261267368,235.58
2023-12-05 05:00:00,237.05231019865542,234.08875921143073,234.69608469369882,235.319584037991,2.963550987224693,2.3562255049565977,-0.6234993442921848,46.47081266674373,49.04189993674269,-53.529187332874734,59.2767847164862,494532362.0,0.21679161957148033,1.0,,252.75,205.69,251.73045599999998,635673712.6827734,235.58,238.83,240.08,239.46999999999997,238.86777777777777,239.10100000000003,233.369,232.69761904761907,234.4794,0.9242558733371254,1.331099999999998,-0.0031319163151959373,-0.001593468868804515,0.022929352227587962,1.0265157793853321,0.013328805501315877,-0.0004605786542729584,-0.005664778407197701,-0.03242542153047989,0.013242784380305572,0.011870651009385124,0.021663682642123424,0.028113651203732323,235.58,12.960000000000008,9.515935714285714,9.515935714285714,0.03986233124281884,10.710785714285718,0,233.369,9.816691424625567,253.00238284925115,213.73561715074885,0.6362730009669244,39.2667656985023,0.042065104725244426,51.168182627579185,0,0,2.9548001166414224,2.1690485315554873,0.7857515850859351,1,0,0,126231434.4,126544666.15,1.0902957761685161,0.9975247336807644,0,0,0,0,-0.03242542153047989,0.013242784380305572,1.398149232751552,0.0017601501994837232,161.099,0.007434505546377368,-0.03985992707685726,0.5228208497590889,-0.00019707022268933283,435.902,0.0036708944233179164,-0.03609631595379781,252.75,205.69,0,0,1,12,0,0,0,0,0.022929352227587962,0.022929352227587962,0.9678099408092111,1.0214805305947796,1.0554557124518613,0.020738016846966238,0.0332607238605898,0.0007121313672922919,-1.6591498906478332,0.6776092096691285,40.205480605586956,-1.3832969464695521,-6.724460751734445e-05,1712.4362202888306,0.0007205497661631196,-0.0016357209377871303,0.0001015537067184156,0.0009645256027355042,-0.0,0,12.318189352623985,-0.03535330013516589,0.012942520655903133,0.03704046055934434,0.0,0,-0.0,0.0,0,0.0,1.9220935850992384,1.0,1,True,False,1,75.0,34.348147987422536,0.0,0.0,0.0,False,False,0.022929352227588067,1.0,False,1.0324254215304798,238.72
2023-12-06 05:00:00,237.40887786040074,234.47996223280623,234.87937549002436,235.35988668437918,2.928915627594506,2.5295023703763775,-0.48051119435481837,48.95078214403304,43.30408241112823,-51.04921785558544,74.14002612902908,620968541.0,0.13456133441443074,1.0,,252.75,205.69,250.99284575999997,516041994.5617677,238.72,235.58,238.83,238.516,239.4411111111111,238.91800000000003,234.2285,233.6547619047619,234.3844,0.8157418223434321,1.0700000000000045,0.003580472588841088,0.0018918624800139394,0.021950787372160052,1.0247645250590174,0.0027228552278819596,0.01608795313693867,0.0022610224846124627,-0.019537970017203143,-0.00758706467661685,0.01223409268769724,0.0202380310527087,0.02804191568011849,238.72,7.849999999999994,9.344507142857141,9.344507142857141,0.03903792097112061,10.697500000000005,0,234.2285,9.533941182621465,253.29638236524292,215.16061763475707,0.6348209492148947,38.135764730485846,0.04070359150411442,46.61727432120755,0,0,2.9196833048768838,2.3191772003861364,0.6005061044907474,1,0,0,124438403.2,127021468.6,0.995392199393922,0.9796643399854378,0,0,0,0,-0.019537970017203143,-0.00758706467661685,1.3999064272764488,0.0014642145952910024,161.3394,0.011655425393444663,-0.031193395410647806,0.5263655554578239,-0.004029785370127104,436.47960000000006,0.00032995314665318354,-0.019867923163856327,252.75,205.69,0,0,2,12,0,0,0,0,0.021950787372160052,0.021950787372160052,0.9707993673196254,1.000832459132779,1.0309364558982719,0.01461386464679723,0.015248360279065905,0.0008317667209759602,-0.9108069079714872,-0.35368827532259156,27.993957804604896,-1.718671095895389,2.7661558645716375e-05,1737.2510075808598,0.00030859678883062567,0.0019387135558084595,-6.99551660881949e-05,0.0008934758823900761,-0.0,0,12.297174300708209,-0.01944794294711634,0.012177720427996053,0.01600603298110526,-0.0,0,0.0,0.0,0,0.0,2.671110674957607,1.0,1,False,False,0,76.0,34.43299026877142,0.0,0.0,0.0,False,False,0.021950787372160125,0.8,False,0.8156303760137625,239.37
2023-12-07 05:00:00,238.21366588187755,235.08440947482057,235.18371370610183,235.43232562284308,3.129256407056971,3.029952175775719,-0.24861191674125394,61.42693628362672,52.28284369813449,-38.57306371599175,68.3076441353228,728110803.0,0.14393627748486126,1.0,,252.75,205.69,250.28473992959997,579723733.3834053,239.37,238.72,235.58,239.02800000000002,240.23999999999998,239.76100000000002,235.25500000000002,234.6290476190476,234.42719999999997,1.0826068747687467,0.9311000000000093,0.015111200361463739,0.012007791091962261,0.03139146883169319,1.0239141420804065,0.01366085975686171,0.016420911528150173,0.029968588165379062,0.010663112295901334,0.03599333931087467,0.011834522029539335,0.01795219266269205,0.028100038626518394,239.37,7.100000000000023,9.003078571428572,9.003078571428572,0.03710467594555132,10.697500000000005,0,235.25500000000002,9.261822885258393,253.77864577051682,216.73135422948323,0.699339808466709,37.04729154103359,0.03936929240721087,59.986757888237,0,0,3.1190927122010237,2.47916176410975,0.6399309480912736,1,0,0,119396216.4,127049339.65,0.8433122304701408,0.9397625893130724,0,0,0,0,0.010663112295901334,0.03599333931087467,1.4074245939675172,0.008246096262939373,161.62019999999998,0.021448038867164287,-0.010784926571262954,0.5295157453680466,0.007630398451930809,437.1232,0.004009640666082559,0.006653471629818775,252.75,205.69,0,0,3,12,0,0,0,0,0.03139146883169319,0.03139146883169319,0.9941002949852507,1.0238838720567136,1.0299603342054182,0.004512523287104015,0.0059347181008903155,0.018834487306297484,0.6396455356293163,2.1591237308306024,38.38738284834119,-1.8392308160184765,0.0003546639168373703,1180.133099427701,0.00010654120274594881,0.012294947114207287,0.00016113242638015268,0.0012358599155267754,0.0,0,12.286969704964879,0.008992333014010138,0.009980197169278834,0.020888173858908617,0.0,0,0.0,0.0,0,0.0,8.220778665652697,1.0,1,True,False,1,77.0,34.364215554295384,0.0,0.0,0.0,False,False,0.03139146883169311,1.0,True,1.0106631122959013,242.64
2023-12-08 05:00:00,239.07925574620407,235.73297173594497,235.52317591370567,235.51598407435708,3.3462840102590974,3.5560798324983978,0.007191839348593021,58.996778646760255,56.45816569147334,-41.00322135277956,85.42517152979997,831237632.0,0.19799893222259415,1.0,,252.75,205.69,249.60495833241598,633692621.2601535,242.64,239.37,238.72,240.03000000000003,241.10222222222222,240.6,236.948,235.6638095238095,234.3764,0.9411249946695597,1.0664999999999965,0.015873015873015817,0.013466334164588645,0.02908655063558241,1.0230769956125285,0.004945598417408492,0.018674019300664257,0.02144772117962468,0.020977264162793663,0.03563389254618832,0.011098484079410356,0.01794905699032753,0.024381763362072144,242.64,5.999899999999997,8.656642857142858,8.656642857142858,0.03550132405324335,10.697500000000005,0,236.948,7.281546683587528,251.51109336717508,222.38490663282494,0.7366255515306395,29.126186734350142,0.03073056824108044,60.41484715972532,0,0,3.3352686721398186,2.6503843969265546,0.684884275213264,1,0,0,115755240.4,125100158.4,0.824354104095203,0.9253005102509926,0,0,0,0,0.020977264162793663,0.03563389254618832,1.4079334834574744,0.0045823665893272025,161.88139999999999,0.012274241627213689,0.008703022535579974,0.5298565840938723,0.004299151081334607,437.7568,0.002395992158571003,0.01858127200422266,252.75,205.69,0,0,4,12,0,1,0,0,0.02908655063558241,0.02908655063558241,0.9941696905451135,1.0190993358551694,1.025075845247693,0.014858284430016203,0.005864501312335986,0.004100639763779514,1.2673382082243625,2.1528161718840426,41.3771788091086,-1.9655001217132906,0.00023803719205169678,1001.3282692397094,0.00010526226827496921,0.013777096699021699,0.00033297244702846964,0.0008938462292044069,0.020977264162793663,0,12.276923947350342,0.01729269380528818,0.009149080900097199,0.0082148049439835,0.0,0,0.0,0.0,0,0.0,2.389167810902765,1.0,1,True,False,1,78.0,39.39836589503059,0.0,1.0,0.0,False,False,0.02908655063558247,1.0,True,1.0209772641627937,243.84
